Student_ID,Attendance_Rate,Study_Hours,Previous_Scores,Internet_Access,Result
3323,81.9,1.6,57.1,Yes,Pass
3324,100.0,7.5,100.0,Yes,Pass
3325,74.9,13.6,81.6,Yes,Pass
3326,85.0,3.2,83.2,Yes,Fail
3327,58.6,8.4,65.1,No,Fail
3328,69.2,4.6,78.7,Yes,Fail
3329,85.4,5.8,87.2,Yes,Pass
3330,87.7,7.8,87.9,No,Pass
3331,70.6,5.3,86.0,Yes,Pass
3332,73.9,3.1,89.9,Yes,Pass
3333,52.2,5.5,86.2,No,Pass
3334,69.6,2.0,66.4,Yes,Fail
3335,88.4,1.1,78.5,No,Pass
3336,83.6,11.2,85.4,Yes,Pass
3337,82.5,6.0,73.5,Yes,Pass
3338,75.7,7.0,71.7,No,Pass
3339,75.1,5.1,82.3,Yes,Pass
3340,65.1,0.9,81.6,Yes,Fail
3341,85.5,10.7,95.5,Yes,Pass
3342,81.3,3.1,78.7,Yes,Pass
3343,82.4,3.6,85.8,Yes,Fail
3344,67.1,9.8,76.0,Yes,Pass
3345,42.7,2.0,61.5,Yes,Fail
3346,91.5,3.3,77.6,Yes,Pass
3347,67.8,3.1,64.5,Yes,Pass
3348,62.1,1.9,77.7,Yes,Fail
3349,85.4,4.6,74.4,Yes,Pass
3350,69.1,2.2,56.8,Yes,Fail
3351,90.9,11.0,85.1,No,Pass
3352,,1.0,96.7,Yes,Pass
3353,85.3,1.4,54.7,Yes,Pass
3354,54.5,3.3,64.4,Yes,Fail
3355,93.2,4.3,93.4,No,Pass
3356,78.9,2.5,61.2,Yes,Pass
3357,69.5,7.4,72.6,Yes,Pass
3358,77.2,3.7,67.2,No,Fail
3359,48.4,6.3,54.1,Yes,Fail
3360,81.1,10.4,76.5,Yes,Pass
3361,59.6,12.8,58.6,Yes,Pass
3362,54.7,3.4,55.3,Yes,Fail
3363,52.2,4.6,65.5,Yes,Fail
3364,91.7,5.3,100.0,Yes,Pass
3365,65.6,3.5,80.4,Yes,Pass
3366,98.0,1.8,99.1,Yes,Pass
3367,67.0,8.7,81.5,Yes,Pass
3368,49.4,1.8,57.7,No,Pass
3369,58.3,9.3,72.3,No,Pass
3370,93.5,6.0,97.7,Yes,Pass
3371,72.7,5.2,84.6,Yes,Pass
3372,66.8,2.3,75.3,Yes,Pass
3373,77.4,0.6,83.9,Yes,Fail
3374,82.5,8.6,100.0,Yes,Pass
3375,91.8,2.3,94.3,Yes,Pass
3376,96.7,6.2,85.2,Yes,Pass
3377,69.6,6.5,74.1,Yes,Pass
3378,55.1,4.3,57.0,Yes,Fail
3379,68.8,5.2,97.9,Yes,Pass
3380,78.9,5.9,95.5,No,Pass
3381,60.5,4.9,71.1,Yes,Pass
3382,60.6,2.1,92.1,Yes,Fail
3383,80.2,1.0,86.4,Yes,Pass
3384,74.3,2.5,72.8,Yes,Fail
3385,75.5,3.2,86.8,Yes,Pass
3386,63.6,10.8,75.8,Yes,Pass
3387,,1.5,84.1,Yes,Pass
3388,61.1,11.9,56.9,Yes,Pass
3389,88.4,14.5,76.1,Yes,Pass
3390,90.5,2.6,100.0,Yes,Fail
3391,47.3,14.1,80.6,Yes,Pass
3392,,3.8,84.7,Yes,Pass
3393,52.6,3.4,88.5,Yes,Pass
3394,65.2,10.8,78.4,Yes,Pass
3395,73.7,5.0,81.9,Yes,Pass
3396,53.3,4.5,57.5,Yes,Fail
3397,61.2,2.5,64.8,Yes,Fail
3398,59.9,2.6,50.1,Yes,Fail
3399,78.1,4.6,75.8,No,Pass
3400,76.0,10.8,57.4,Yes,Pass
3401,64.2,1.5,82.9,Yes,Fail
3402,77.7,4.0,82.7,Yes,Pass
3403,66.8,1.2,53.1,Yes,Pass
3404,70.9,2.3,73.6,Yes,Fail
3405,100.0,6.9,100.0,No,Pass
3406,95.1,2.0,86.3,Yes,Pass
3407,55.5,9.0,57.8,Yes,Fail
3408,87.4,2.0,65.8,Yes,Fail
3409,87.2,2.7,66.0,Yes,Fail
3410,57.8,0.7,74.3,Yes,Pass
3411,87.3,9.0,79.3,Yes,Pass
3412,98.1,8.2,85.5,No,Pass
3413,58.2,1.3,64.8,Yes,Fail
3414,61.2,3.4,69.2,Yes,Fail
3415,90.3,3.2,72.9,Yes,Fail
3416,79.1,2.9,82.7,No,Pass
3417,83.3,14.6,67.4,No,Pass
3418,80.1,2.9,72.5,Yes,Pass
3419,80.9,2.1,90.6,Yes,Pass
3420,55.1,0.8,71.3,Yes,Fail
3421,90.7,2.2,92.2,Yes,Pass
3422,92.5,10.8,100.0,Yes,Pass
3423,71.6,5.0,75.2,Yes,Pass
3424,,5.0,77.4,Yes,Fail
3425,52.0,2.3,63.4,Yes,Fail
3426,82.7,9.7,76.9,Yes,Pass
3427,83.6,6.3,71.7,Yes,Pass
3428,74.1,3.0,77.9,Yes,Fail
3429,91.9,1.8,89.5,No,Pass
3430,70.0,4.0,79.1,Yes,Pass
3431,83.5,1.9,82.4,Yes,Fail
3432,59.7,3.6,79.1,Yes,Fail
3433,74.6,4.7,77.6,No,Pass
3434,72.4,2.4,72.1,Yes,Pass
3435,,0.3,69.9,Yes,Fail
3436,69.5,5.8,59.3,No,Pass
3437,73.0,2.4,91.1,No,Fail
3438,87.4,4.6,76.7,Yes,Pass
3439,68.4,3.8,64.9,Yes,Fail
3440,50.9,12.9,61.3,No,Pass
3441,100.0,4.3,87.2,No,Pass
3442,,8.1,100.0,Yes,Pass
3443,55.6,3.1,64.5,Yes,Pass
3444,85.3,2.0,100.0,Yes,Pass
3445,67.5,6.0,74.4,Yes,Pass
3446,79.0,2.3,100.0,Yes,Pass
3447,79.4,7.1,88.6,Yes,Pass
3448,71.5,1.4,79.4,No,Pass
3449,63.2,5.4,87.4,Yes,Pass
3450,64.6,4.2,83.5,No,Pass
3451,61.3,11.3,77.0,No,Pass
3452,62.5,5.8,94.4,No,Pass
3453,74.0,3.8,72.0,Yes,Pass
3454,64.3,7.5,62.2,Yes,Pass
3455,85.2,0.3,75.8,Yes,Fail
3456,97.3,6.3,100.0,No,Pass
3457,66.3,6.8,87.7,Yes,Pass
3458,78.6,7.3,74.0,Yes,Pass
3459,82.5,6.9,57.7,Yes,Pass
3460,82.1,6.2,79.0,Yes,Pass
3461,,3.2,67.9,No,Fail
3462,86.1,4.7,78.1,Yes,Pass
3463,82.2,2.5,70.6,Yes,Fail
3464,56.4,2.1,52.1,Yes,Fail
3465,88.0,3.3,100.0,No,Pass
3466,88.3,3.7,77.3,Yes,Fail
3467,63.6,5.6,85.9,No,Pass
3468,75.6,10.1,75.6,Yes,Pass
3469,85.2,8.0,71.3,Yes,Fail
3470,71.9,5.3,81.0,Yes,Pass
3471,91.1,9.3,81.6,Yes,Pass
3472,100.0,4.3,87.9,Yes,Pass
3473,63.2,6.2,73.0,Yes,Pass
3474,54.3,3.2,59.0,Yes,Fail
3475,79.6,4.2,63.6,Yes,Pass
3476,85.8,3.5,82.4,Yes,Pass
3477,71.5,0.9,85.4,Yes,Fail
3478,96.8,1.0,79.4,Yes,Fail
3479,54.9,1.3,69.0,Yes,Fail
3480,85.4,5.3,97.8,Yes,Pass
3481,65.9,10.3,72.1,Yes,Pass
3482,100.0,9.3,90.9,Yes,Pass
3483,100.0,6.3,90.6,Yes,Pass
3484,63.5,2.8,64.9,Yes,Pass
3485,66.8,2.0,63.5,Yes,Fail
3486,87.9,4.6,74.1,No,Fail
3487,69.2,2.7,78.3,No,Pass
3488,74.3,1.2,84.7,Yes,Fail
3489,75.4,1.8,85.8,Yes,Pass
3490,,3.2,59.3,Yes,Fail
3491,74.8,10.1,88.3,Yes,Pass
3492,64.7,0.8,75.4,Yes,Fail
3493,67.6,1.5,74.5,Yes,Fail
3494,96.7,3.4,55.0,Yes,Pass
3495,56.2,2.2,59.9,Yes,Fail
3496,87.2,5.8,68.4,Yes,Pass
3497,70.8,3.5,81.7,No,Pass
3498,70.8,1.1,76.4,Yes,Pass
3499,86.9,2.8,72.7,Yes,Fail
3500,80.1,4.8,83.1,Yes,Pass
3501,83.6,6.8,67.6,Yes,Pass
3502,89.5,1.4,74.3,Yes,Pass
3503,70.0,5.0,67.9,Yes,Fail
3504,65.8,3.3,78.3,Yes,Pass
3505,58.7,9.2,83.3,Yes,Pass
3506,62.6,2.8,65.4,Yes,Pass
3507,100.0,1.2,100.0,No,Pass
3508,93.7,2.4,87.3,Yes,Pass
3509,54.7,0.6,69.7,Yes,Fail
3510,55.2,0.8,67.0,Yes,Fail
3511,82.2,5.8,79.1,Yes,Pass
3512,83.2,5.3,86.0,Yes,Pass
3513,83.2,6.0,89.0,Yes,Pass
3514,71.2,2.6,66.8,Yes,Fail
3515,73.1,1.8,74.7,Yes,Pass
3516,79.9,16.1,96.6,Yes,Pass
3517,76.3,4.6,79.9,Yes,Fail
3518,41.7,1.6,63.7,Yes,Fail
3519,71.6,11.0,87.5,Yes,Pass
3520,62.2,9.9,66.1,Yes,Pass
3521,77.6,6.5,78.5,Yes,Pass
3522,100.0,3.6,98.2,Yes,Pass
3523,,2.1,92.6,Yes,Pass
3524,70.3,2.9,51.5,Yes,Pass
3525,88.8,9.0,77.0,Yes,Pass
3526,82.2,2.3,71.1,No,Pass
3527,81.3,1.4,79.4,Yes,Pass
3528,84.1,6.4,72.8,Yes,Pass
3529,100.0,4.0,96.6,Yes,Pass
3530,58.0,2.4,70.7,Yes,Pass
3531,82.1,2.6,89.9,Yes,Pass
3532,61.1,0.5,80.1,Yes,Fail
3533,,2.7,88.4,Yes,Pass
3534,61.2,8.4,67.2,Yes,Pass
3535,68.7,1.8,75.4,Yes,Pass
3536,70.6,17.9,70.7,Yes,Pass
3537,89.6,4.1,71.2,Yes,Pass
3538,88.8,1.1,93.9,Yes,Pass
3539,56.3,4.9,67.3,Yes,Fail
3540,75.8,1.8,62.9,Yes,Fail
3541,64.4,6.5,77.6,Yes,Pass
3542,56.1,9.4,65.8,Yes,Fail
3543,71.7,7.4,55.3,Yes,Pass
3544,70.4,7.3,61.5,No,Pass
3545,100.0,2.9,83.0,Yes,Fail
3546,81.5,1.9,82.9,Yes,Pass
3547,54.3,6.0,75.0,No,Pass
3548,66.5,2.0,80.8,Yes,Fail
3549,90.3,3.0,91.2,Yes,Pass
3550,100.0,2.1,89.7,No,Pass
3551,51.2,2.3,82.8,Yes,Fail
3552,46.8,6.3,70.4,No,Pass
3553,100.0,2.2,92.2,Yes,Pass
3554,80.8,6.4,86.1,Yes,Pass
3555,62.0,9.4,67.0,No,Pass
3556,83.0,2.6,80.9,Yes,Pass
3557,,1.6,36.9,Yes,Fail
3558,75.1,8.1,73.7,Yes,Pass
3559,79.9,5.1,97.5,Yes,Pass
3560,88.9,2.1,85.9,Yes,Pass
3561,59.8,3.1,71.0,Yes,Fail
3562,76.3,5.4,88.1,Yes,Pass
3563,61.1,0.9,74.1,Yes,Fail
3564,78.8,12.1,71.5,Yes,Pass
3565,61.6,7.7,71.0,Yes,Pass
3566,68.9,4.1,63.1,Yes,Fail
3567,60.1,11.7,71.9,No,Pass
3568,84.8,10.4,74.0,Yes,Pass
3569,87.9,3.5,93.2,Yes,Pass
3570,71.5,3.3,70.6,Yes,Fail
3571,75.6,3.4,69.6,Yes,Pass
3572,53.3,6.1,65.5,Yes,Pass
3573,70.5,5.8,78.9,No,Pass
3574,74.2,0.6,65.0,Yes,Fail
3575,100.0,5.5,84.8,Yes,Pass
3576,58.3,5.5,70.2,Yes,Pass
3577,97.0,3.4,100.0,Yes,Pass
3578,90.0,4.3,59.7,Yes,Fail
3579,79.2,0.8,85.8,Yes,Pass
3580,100.0,1.3,86.2,Yes,Pass
3581,80.6,2.0,75.4,Yes,Pass
3582,80.8,6.2,73.6,Yes,Pass
3583,74.2,9.7,73.5,Yes,Pass
3584,93.4,5.9,92.9,Yes,Pass
3585,91.4,4.5,80.3,Yes,Pass
3586,,6.8,89.4,Yes,Pass
3587,55.2,0.2,73.8,Yes,Fail
3588,72.0,9.2,78.0,Yes,Pass
3589,63.0,3.7,69.8,Yes,Pass
3590,74.0,8.4,88.9,Yes,Pass
3591,93.6,6.5,100.0,Yes,Pass
3592,68.1,2.1,62.4,Yes,Fail
3593,74.4,4.9,70.2,Yes,Pass
3594,75.9,2.3,84.3,Yes,Fail
3595,87.7,5.7,93.2,Yes,Pass
3596,41.3,13.1,57.6,Yes,Fail
3597,65.9,5.8,65.5,No,Pass
3598,78.2,2.1,79.9,Yes,Pass
3599,93.0,7.7,100.0,Yes,Pass
3600,67.6,2.0,74.2,Yes,Fail
3601,46.9,9.4,50.8,Yes,Pass
3602,84.3,1.6,83.2,Yes,Pass
3603,65.5,8.6,80.6,No,Pass
3604,,2.7,67.6,Yes,Pass
3605,65.6,6.2,85.4,Yes,Pass
3606,72.2,7.7,84.8,Yes,Pass
3607,65.9,4.9,72.3,Yes,Pass
3608,41.9,3.0,61.4,Yes,Fail
3609,88.5,5.0,65.8,Yes,Pass
3610,94.1,3.7,99.2,No,Pass
3611,84.8,4.2,79.1,Yes,Pass
3612,57.9,0.9,65.0,No,Fail
3613,72.0,6.7,70.5,Yes,Pass
3614,74.9,4.8,82.0,Yes,Pass
3615,84.0,0.7,70.7,No,Fail
3616,85.0,3.1,72.7,Yes,Pass
3617,64.0,0.4,71.5,Yes,Fail
3618,76.2,4.3,71.8,Yes,Fail
3619,81.9,6.1,84.3,Yes,Pass
3620,96.8,2.4,82.5,Yes,Pass
3621,85.6,2.2,98.8,Yes,Pass
3622,,3.0,90.3,Yes,Pass
3623,76.3,2.2,85.0,No,Fail
3624,96.2,1.9,82.1,Yes,Pass
3625,81.1,0.6,100.0,Yes,Pass
3626,62.1,2.2,66.7,Yes,Fail
3627,96.1,1.0,80.9,No,Pass
3628,85.5,9.1,89.8,Yes,Pass
3629,68.4,10.3,76.2,Yes,Pass
3630,67.8,5.8,65.7,No,Fail
3631,79.4,8.8,100.0,Yes,Pass
3632,81.9,2.0,90.7,Yes,Pass
3633,78.0,6.0,79.0,Yes,Pass
3634,79.7,5.9,100.0,Yes,Pass
3635,100.0,5.1,98.1,Yes,Pass
3636,91.1,2.9,85.4,No,Pass
3637,77.9,4.1,100.0,Yes,Fail
3638,89.1,4.9,91.1,Yes,Pass
3639,59.5,4.8,75.9,Yes,Pass
3640,81.0,1.8,76.6,Yes,Pass
3641,100.0,9.8,90.5,Yes,Pass
3642,71.7,4.3,71.7,Yes,Fail
3643,62.3,7.0,85.5,No,Pass
3644,65.2,2.6,56.5,Yes,Fail
3645,58.7,5.7,83.0,Yes,Pass
3646,63.2,4.5,62.8,Yes,Pass
3647,69.4,2.0,74.1,No,Fail
3648,53.9,4.1,64.0,Yes,Fail
3649,75.2,3.2,72.4,Yes,Fail
3650,88.5,3.5,91.1,Yes,Pass
3651,,7.9,70.6,No,Pass
3652,97.8,3.8,82.2,Yes,Pass
3653,82.7,7.6,82.9,Yes,Pass
3654,90.5,6.1,78.3,Yes,Pass
3655,65.1,4.5,67.2,Yes,Fail
3656,87.8,8.2,68.9,Yes,Pass
3657,58.6,7.8,64.8,Yes,Pass
3658,88.4,4.5,89.1,Yes,Pass
3659,,4.7,79.2,Yes,Fail
3660,83.3,8.3,99.8,Yes,Pass
3661,57.4,6.4,94.8,No,Pass
3662,61.6,9.8,66.2,No,Pass
3663,84.0,3.7,73.7,Yes,Fail
3664,60.8,1.5,81.7,Yes,Pass
3665,81.9,2.3,84.3,Yes,Pass
3666,54.5,0.6,78.6,Yes,Fail
3667,87.7,2.2,87.8,Yes,Pass
3668,56.5,6.4,66.3,Yes,Pass
3669,83.3,3.7,79.8,Yes,Pass
3670,84.4,1.9,86.5,Yes,Pass
3671,64.5,2.6,70.1,Yes,Fail
3672,83.7,5.1,94.0,Yes,Pass
3673,78.9,2.7,66.4,Yes,Pass
3674,,3.4,85.6,No,Fail
3675,,1.0,51.2,Yes,Fail
3676,45.6,9.0,64.3,Yes,Pass
3677,80.2,9.9,76.8,Yes,Pass
3678,51.5,2.0,50.6,No,Fail
3679,76.4,3.1,57.6,Yes,Fail
3680,71.0,0.6,64.5,No,Pass
3681,85.2,8.5,83.1,No,Pass
3682,70.5,1.3,69.2,Yes,Pass
3683,70.1,4.0,64.6,Yes,Pass
3684,86.0,1.7,96.5,Yes,Pass
3685,80.0,4.0,67.7,No,Pass
3686,79.7,7.4,86.6,Yes,Pass
3687,82.0,6.1,72.1,Yes,Pass
3688,52.0,6.4,54.8,Yes,Fail
3689,86.4,1.2,77.2,Yes,Pass
3690,84.2,3.9,88.3,Yes,Pass
3691,59.7,14.1,56.1,No,Pass
3692,71.3,4.9,78.5,Yes,Fail
3693,74.4,4.2,67.6,Yes,Pass
3694,73.0,3.3,68.7,Yes,Pass
3695,80.0,4.5,84.0,Yes,Pass
3696,96.5,4.0,100.0,Yes,Pass
3697,91.2,12.5,76.5,Yes,Pass
3698,55.3,7.1,74.8,Yes,Pass
3699,,3.7,79.0,Yes,Fail
3700,94.9,6.9,82.7,Yes,Pass
3701,80.8,2.2,91.1,Yes,Pass
3702,91.4,4.0,77.3,Yes,Pass
3703,100.0,2.7,78.5,Yes,Pass
3704,90.4,6.5,89.8,No,Pass
3705,,3.8,95.3,Yes,Pass
3706,90.7,4.5,92.8,Yes,Pass
3707,77.2,3.6,64.5,Yes,Pass
3708,75.4,5.3,71.5,Yes,Fail
3709,69.7,6.6,84.6,No,Fail
3710,98.5,9.9,100.0,Yes,Pass
3711,62.7,3.3,73.6,No,Fail
3712,98.0,1.8,83.2,Yes,Fail
3713,82.5,5.5,97.7,Yes,Pass
3714,54.0,1.4,66.3,No,Fail
3715,80.5,3.2,74.2,Yes,Pass
3716,43.5,1.0,54.0,Yes,Fail
3717,84.4,20.0,70.2,No,Pass
3718,88.3,9.1,100.0,Yes,Pass
3719,66.1,8.5,87.3,Yes,Pass
3720,76.9,10.2,71.9,No,Pass
3721,100.0,7.9,100.0,Yes,Pass
3722,67.4,4.9,79.0,Yes,Fail
3723,59.1,5.0,74.3,Yes,Pass
3724,97.2,9.6,81.4,Yes,Pass
3725,100.0,10.0,84.9,Yes,Pass
3726,75.1,1.9,77.1,No,Fail
3727,90.2,3.7,65.4,No,Pass
3728,95.1,4.4,82.7,Yes,Pass
3729,63.9,8.0,72.0,No,Pass
3730,67.7,2.2,86.9,Yes,Fail
3731,93.5,2.0,80.6,Yes,Fail
3732,,1.3,98.1,No,Pass
3733,83.4,2.8,61.1,Yes,Pass
3734,61.8,3.2,82.6,Yes,Fail
3735,,11.5,81.0,Yes,Pass
3736,,7.4,74.8,Yes,Fail
3737,70.0,8.0,79.1,Yes,Pass
3738,80.1,1.7,82.2,No,Pass
3739,98.3,3.5,88.1,Yes,Pass
3740,87.8,6.8,71.5,Yes,Pass
3741,81.2,4.6,71.7,Yes,Fail
3742,81.9,6.0,90.9,Yes,Pass
3743,75.7,1.3,71.9,No,Fail
3744,83.4,4.5,80.7,Yes,Pass
3745,37.1,7.0,43.6,Yes,Fail
3746,70.6,1.8,83.9,No,Pass
3747,78.6,0.8,66.1,No,Fail
3748,57.7,1.7,78.0,Yes,Fail
3749,80.8,9.5,69.8,Yes,Pass
3750,71.9,1.5,86.1,Yes,Pass
3751,100.0,4.2,90.1,Yes,Pass
3752,98.6,0.7,83.7,Yes,Fail
3753,68.0,2.0,90.0,Yes,Fail
3754,72.7,4.8,75.7,Yes,Pass
3755,73.9,4.1,73.3,Yes,Pass
3756,68.2,8.5,83.2,Yes,Pass
3757,77.9,5.6,64.1,Yes,Pass
3758,63.6,1.8,46.5,Yes,Fail
3759,58.0,3.5,80.6,No,Pass
3760,84.3,3.0,73.8,No,Fail
3761,84.4,0.4,90.8,Yes,Pass
3762,62.9,11.7,71.9,No,Pass
3763,88.4,4.3,72.6,Yes,Pass
3764,65.5,4.9,78.8,No,Pass
3765,78.8,6.6,75.3,Yes,Pass
3766,87.3,6.7,72.9,Yes,Pass
3767,74.5,7.2,66.7,Yes,Fail
3768,81.8,3.1,63.6,Yes,Pass
3769,67.3,2.8,77.7,Yes,Pass
3770,72.1,8.7,66.7,No,Pass
3771,71.9,11.9,75.6,Yes,Pass
3772,63.8,0.7,70.1,Yes,Fail
3773,72.3,8.5,66.7,No,Pass
3774,,3.5,50.7,Yes,Fail
3775,67.6,3.9,99.1,Yes,Pass
3776,70.7,0.2,74.9,Yes,Fail
3777,71.2,4.2,93.8,Yes,Pass
3778,71.4,2.6,87.3,No,Pass
3779,74.1,0.4,73.8,Yes,Fail
3780,82.2,9.3,82.9,Yes,Pass
3781,88.1,4.8,85.6,Yes,Pass
3782,65.3,5.4,91.1,No,Pass
3783,57.0,9.3,76.8,Yes,Pass
3784,59.4,6.8,61.6,Yes,Pass
3785,67.7,1.2,77.4,Yes,Fail
3786,69.7,7.9,82.9,No,Pass
3787,63.5,0.9,60.0,Yes,Fail
3788,,6.4,72.7,Yes,Pass
3789,68.2,13.5,87.6,Yes,Pass
3790,77.7,6.5,70.3,Yes,Pass
3791,83.9,3.2,74.8,Yes,Pass
3792,66.6,13.2,84.9,Yes,Pass
3793,68.8,4.8,70.9,Yes,Pass
3794,61.1,1.8,60.7,Yes,Fail
3795,74.5,2.5,86.1,Yes,Pass
3796,62.3,2.4,76.9,Yes,Pass
3797,83.6,15.3,82.7,Yes,Pass
3798,48.2,6.4,75.3,Yes,Pass
3799,69.6,6.5,86.8,Yes,Pass
3800,79.5,5.8,78.9,Yes,Pass
3801,77.8,5.1,98.6,Yes,Pass
3802,100.0,2.8,100.0,Yes,Pass
3803,,1.5,60.3,No,Fail
3804,59.9,5.4,59.6,Yes,Pass
3805,73.6,13.0,54.2,Yes,Pass
3806,48.4,5.2,61.0,No,Pass
3807,73.8,9.9,64.8,Yes,Pass
3808,62.5,0.7,63.1,Yes,Pass
3809,88.7,5.3,95.3,Yes,Pass
3810,66.8,2.7,55.9,No,Fail
3811,73.2,1.7,77.9,Yes,Fail
3812,65.5,11.2,74.0,Yes,Pass
3813,100.0,3.0,89.2,Yes,Pass
3814,70.2,6.4,76.4,Yes,Pass
3815,100.0,3.8,67.7,Yes,Pass
3816,87.2,1.2,75.5,Yes,Pass
3817,82.2,7.0,96.5,No,Pass
3818,80.5,3.2,68.3,Yes,Pass
3819,80.9,7.8,97.1,Yes,Pass
3820,46.1,2.0,49.0,Yes,Fail
3821,70.8,2.7,60.1,Yes,Fail
3822,87.7,6.2,74.3,Yes,Pass
3823,74.3,2.1,88.4,Yes,Pass
3824,53.9,6.9,61.5,No,Pass
3825,74.2,0.6,80.6,Yes,Pass
3826,100.0,1.5,90.7,No,Pass
3827,93.7,4.4,86.3,Yes,Pass
3828,74.1,6.6,89.8,Yes,Pass
3829,89.3,4.6,92.4,No,Pass
3830,,6.0,63.3,Yes,Pass
3831,49.4,3.0,61.9,Yes,Fail
3832,61.1,0.5,88.0,Yes,Fail
3833,98.4,3.3,92.4,Yes,Pass
3834,70.9,3.4,60.4,Yes,Pass
3835,71.3,9.3,61.3,Yes,Pass
3836,70.5,6.8,84.2,Yes,Pass
3837,100.0,1.6,97.0,Yes,Pass
3838,99.4,0.3,80.5,Yes,Pass
3839,100.0,3.8,97.5,Yes,Pass
3840,72.6,2.7,92.3,Yes,Pass
3841,79.4,12.3,94.3,No,Pass
3842,52.3,9.5,82.2,Yes,Pass
3843,97.2,1.2,94.2,Yes,Pass
3844,57.5,6.7,67.0,Yes,Pass
3845,78.3,6.0,75.1,Yes,Fail
3846,58.5,5.8,69.1,No,Fail
3847,,20.0,64.3,Yes,Pass
3848,62.4,3.9,67.6,Yes,Fail
3849,65.9,7.3,85.7,Yes,Pass
3850,66.9,8.0,57.4,Yes,Pass
3851,66.8,5.5,58.0,Yes,Fail
3852,87.5,12.2,92.1,Yes,Pass
3853,,4.9,65.7,Yes,Pass
3854,78.3,7.7,59.9,Yes,Pass
3855,93.3,2.4,86.0,Yes,Pass
3856,67.3,1.5,71.6,No,Fail
3857,64.2,6.2,67.8,Yes,Pass
3858,,4.1,82.6,No,Pass
3859,,4.3,73.0,No,Pass
3860,77.9,3.3,79.1,Yes,Fail
3861,67.0,7.6,71.4,Yes,Pass
3862,82.3,4.8,81.5,Yes,Pass
3863,58.5,16.5,51.9,Yes,Pass
3864,85.2,4.7,77.4,Yes,Pass
3865,81.1,5.6,80.7,Yes,Pass
3866,70.4,8.2,80.6,Yes,Pass
3867,62.4,6.1,89.7,Yes,Fail
3868,61.7,1.5,78.9,Yes,Pass
3869,83.0,3.6,86.1,No,Pass
3870,93.4,2.2,99.4,No,Fail
3871,65.4,5.9,69.7,Yes,Pass
3872,81.9,5.2,96.5,Yes,Pass
3873,43.7,7.9,73.0,Yes,Fail
3874,66.2,8.7,68.6,Yes,Fail
3875,74.5,2.2,96.5,Yes,Pass
3876,61.4,8.5,75.2,No,Pass
3877,61.0,9.4,92.4,No,Pass
3878,65.0,1.8,75.5,Yes,Fail
3879,79.4,5.7,74.1,Yes,Pass
3880,72.2,10.6,68.4,Yes,Pass
3881,41.4,3.6,57.1,Yes,Fail
3882,43.2,4.3,55.9,Yes,Fail
3883,,5.6,85.7,Yes,Fail
3884,81.9,4.8,80.7,Yes,Pass
3885,33.8,5.0,40.8,Yes,Fail
3886,67.5,6.7,75.9,Yes,Pass
3887,67.1,6.9,74.8,Yes,Pass
3888,95.8,4.2,83.2,Yes,Pass
3889,69.2,13.0,77.3,Yes,Pass
3890,80.7,2.2,79.9,Yes,Fail
3891,77.1,7.7,84.9,Yes,Pass
3892,43.0,0.4,67.2,Yes,Fail
3893,86.5,4.5,86.9,Yes,Pass
3894,78.2,0.3,66.1,Yes,Fail
3895,82.6,4.7,100.0,Yes,Pass
3896,100.0,6.1,74.4,Yes,Pass
3897,,3.3,60.6,No,Fail
3898,100.0,4.4,79.1,Yes,Pass
3899,70.7,7.3,79.3,Yes,Fail
3900,79.3,0.0,81.0,Yes,Pass
3901,74.3,2.9,75.5,No,Pass
3902,68.6,10.9,89.5,Yes,Pass
3903,66.5,1.5,84.3,Yes,Pass
3904,79.9,2.5,76.7,Yes,Pass
3905,52.2,0.5,74.1,Yes,Fail
3906,86.3,2.9,98.8,Yes,Pass
3907,68.8,4.0,85.4,Yes,Pass
3908,58.0,19.9,67.6,Yes,Pass
3909,68.2,5.8,58.2,Yes,Pass
3910,,3.0,90.2,Yes,Pass
3911,67.0,1.0,80.2,Yes,Fail
3912,80.4,2.5,72.5,Yes,Fail
3913,64.0,2.1,72.2,Yes,Pass
3914,86.4,0.4,82.4,Yes,Fail
3915,85.3,1.4,96.5,Yes,Pass
3916,100.0,3.1,100.0,Yes,Pass
3917,72.4,3.5,88.0,Yes,Pass
3918,85.0,7.2,81.6,No,Pass
3919,76.5,11.2,89.7,No,Pass
3920,94.4,3.4,93.7,Yes,Pass
3921,64.2,7.9,71.4,No,Fail
3922,86.2,3.0,100.0,Yes,Pass
3923,,1.9,68.7,Yes,Fail
3924,74.0,6.9,83.0,No,Pass
3925,76.4,3.0,86.6,Yes,Pass
3926,78.8,2.1,76.5,Yes,Pass
3927,73.3,1.8,82.2,Yes,Pass
3928,78.2,0.8,88.6,Yes,Fail
3929,98.7,4.4,91.8,Yes,Pass
3930,89.8,2.6,89.6,Yes,Pass
3931,,8.1,85.1,Yes,Pass
3932,68.2,13.2,82.1,No,Pass
3933,61.7,1.8,68.6,Yes,Fail
3934,89.3,1.2,81.5,Yes,Pass
3935,88.1,11.4,84.3,Yes,Pass
3936,97.1,4.7,100.0,Yes,Pass
3937,65.9,4.6,55.5,Yes,Fail
3938,71.6,5.4,66.7,Yes,Pass
3939,50.4,9.1,88.0,Yes,Pass
3940,69.1,9.1,77.3,No,Pass
3941,89.9,6.7,80.9,Yes,Pass
3942,68.0,1.5,81.9,Yes,Fail
3943,84.6,0.6,74.4,Yes,Pass
